【整箱囤货！】薰衣草留香机洗洗衣液补充液家用实惠袋装,"机洗,通用,箱装,5kg/6kg可选",3495916,蓝月亮,2170521343,89.1,58.5,6.6折,4643288593119215617,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0322/67/a2ca78b3-6b32-4e21-8a08-6ebccc2a1408_420_531.jpg
婴儿洗衣液2L*6瓶共24斤大容量儿童洗衣液宝宝专用洗衣液,"2L*6瓶,去污/去迹,否,洗衣液",1711712664,英格翰,6920617529571915672,159,72,4.5折,4137478009724133383,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcvis/637587/2023/1218/51/dc007140-3528-4a27-81e9-8a57a803930e_420_531.jpg
洗衣液大师玫瑰香氛 去污去渍 持久留香 护衣护色,"机洗,通用,瓶装,1.1-2kg/2.1-3kg",101740260,立白,2795828147797764,68,28.5,4.2折,734445469916155905,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100013744/2023/1216/17/07e841bf-1247-4cfb-8c76-8f634069e277_420_531.jpg
酵素净白洗衣液整箱家用实惠装香味持久留香大师香氛洗衣液去污渍,"机洗,通用,瓶装,3kg以上",3575337,南堡,2170712124,130,69.9,5.4折,380068636669812737,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001989/2024/0715/116/3bd8eb1f-47cd-49ff-8dd3-80a57b43c357_420_531.jpg
【超值16斤】超能洗衣液家用实惠装整箱囤货 洁净污渍留香,"机洗,瓶装,1.1-2kg,花香",3568959,超能,2170609084,139,84,6折,1522294067746324481,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001951/2024/0616/1/812f1574-6f30-409d-b970-7cc597ca92a4_420_531.jpg
婴儿多效洗衣液婴幼儿新生儿宝宝专用洗衣液500g,"机洗,通用,袋装,500g",102945127,安慕斯,3430474599116935,6.9,5.9,8.6折,4558564658450112513,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100015042/2024/0624/150/66a40221-102c-4289-86ce-d4ecd2f73d70_420_531.jpg
【洗衣液16斤】整箱家用实惠装自然香持久留香机洗去污强效家清装,"机洗,通用,箱装,3kg以上",100039906,蓝月亮,2694151166974722,162,90,5.6折,1320476346604265473,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0704/9/becce7ff-4434-4082-a5d8-779286174d3f_420_531.jpg
【超值囤货】15斤樱花香水洗衣液套装整箱,"机洗,箱装,15斤,花香",100165094,植护,2954816268154118,129,59.9,4.6折,4483410723540852737,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005303/2023/0801/161/aaf58947-ab79-4eef-a8a4-095c832a8535_420_531.jpg
超值10斤洗衣液持久香氛混搭持久留香,"机洗,通用,瓶装,10斤",100197789,立白,765149788476381,179,47.55,2.7折,164176671329292289,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005574/2023/0412/42/38b47098-2117-4bdc-9b2f-c05700a29ffb_420_531.jpg
4瓶洗衣液衣物护色去污清爽除臭含蓬松柔软剂持久留香家用实惠装,"机洗,通用,瓶装,740g/瓶",100019433,花王,3278549254086473,209,114,5.5折,1241382020823883777,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003513/2024/0325/189/3cea36ad-8def-4628-8854-97da90b30cff_420_531.jpg
【4斤装！】植翠低泡花漾柔护洗衣液超值4斤装柔顺衣服低泡易漂,"机洗,通用,袋装,1.1-2kg",3568959,超能,2169732719,39,25,6.4折,153199635130204161,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001951/2024/0111/123/e09b1e08-d879-4da6-94f2-7cfcd8c2a3fc_420_531.jpg
升级YI菌除螨婴儿洗衣液婴幼儿温和深层清洁儿童新生儿专用洗衣,"1L/瓶，500ml/袋,去污/去迹,否,洗衣液",1710616506,十月结晶,6920108858297153370,149,35,2.3折,443962723413434369,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcvis/608430/2024/0710/103/ff24ff00-06fc-4c84-9bf6-82397e283b51_420_531.jpg
【洗衣液10斤】整箱家用薰衣草香机手洗护色强效去污去渍实惠装,"机洗,通用,箱装,3kg以上",100039906,蓝月亮,2198166878291266,93.4,59,6.3折,239612314945429505,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0704/81/171a2054-c6c6-4e89-b32b-78853a1f06bb_420_531.jpg
【1件30香】香水洗衣液香味持久留香氛浓缩型低泡便携装,"机洗,袋装,20g*30袋,30种香型",100165094,植护,3137825695791878,30,12.25,4.1折,2970201293424263173,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005303/2024/0108/46/e7a04d47-eb5c-48e7-a66e-4afd2b05ac58_420_531.jpg
【玫瑰香氛】大师香氛洗衣液 4斤双瓶装 持久留香护色护衣家用,"机洗,通用,瓶装,1.1-2kg",101740260,立白,3087133541697284,99.8,37.9,3.8折,2968230956211408897,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100013744/2024/0108/19/1c0ec34e-05d3-4c1c-a736-6e1a914533c2_420_531.jpg
家用实惠囤货装柔顺香氛洗衣液持久留香深层洁净洗衣香水洗衣液,"机洗,通用,瓶装,0.5-1kg",102150136,芭菲,2905822671740440,25,9.41,3.8折,4483973661532942337,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100014393/2023/0628/148/fedab5f8-a06c-45e6-805c-32c5688eabb5_420_531.jpg
【30颗*2盒】洗衣凝珠持久留香三合一凝珠香氛洗衣液衣物清洁去污,"通用,6g,盒装,0.5kg以下",101196952,蓝漂,3403010400601688,19.9,9.99,5折,454378016326426625,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100012237/2024/0605/44/070fd889-b9c4-45de-996e-66b0bb62d001_420_531.jpg
【超值17斤囤货】洁净柔护鲜艳机洗洗衣液整箱家用高效洁净1瓶9袋,"机洗,通用,袋装,3kg以上",3568959,超能,2159323620,109,87,8.0折,81141535450329089,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001951/2024/0618/102/3529befc-f255-4340-b998-b1d38eb6544d_420_531.jpg
洗衣液袋装6斤】整箱家用实惠装批发香味持久留香去污强效家庭装,"机洗,通用,箱装,3kg",100039906,蓝月亮,1415672685823042,71.2,36,5.1折,3193973479461855233,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0122/3/69820f69-2c91-4866-9895-f32fc9723949_420_531.jpg
【实惠8斤】樱花香水洗衣液持久留香,"机洗,箱装,8斤,花香",100165094,植护,2955009271145734,78,35.9,4.6折,3690777189170761729,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005303/2023/0801/77/2a3ba318-db5a-4ff2-91c1-296b825f746b_420_531.jpg
全效馨香洗衣液大瓶装持久留香洁净去渍洗衣液超值装,"机洗,通用,瓶装,3kg以上",100197789,立白,1208204015777053,129,47,3.6折,884752719876104193,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005574/2023/1225/58/c26b9ffe-3fac-46db-99b4-8a4d95c0aae7_420_531.jpg
全新升级| 有氧洗除菌洗衣液套装组合装 抑菌除螨99.9%,"机洗,通用,瓶装,3kg以上",3534252,威露士,2157555740,139,56,4.0折,520523956723879937,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001848/2024/0407/20/b61f0d79-288d-4a7b-8dee-5c422e57cb75_420_531.jpg
大容量家用装囤货洗衣液深层洁净柔软持久留香机洗手洗护色去污渍,"机洗,通用,瓶装,0.5-1kg",101588236,洁宜佳,3402679682693836,19.9,12.9,6.5折,4546742702642216962,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100013592/2024/0605/65/63ab332b-ff46-4cf8-ac10-89872b8731e3_420_531.jpg
去渍洁净洗衣液超浓缩洗衣精持久留香香氛家用大容量洗衣液3kg,"机洗,通用,瓶装,0.5kg以下/2.1-3kg",1712019516,花王,6919689764144077212,229,55,2.4折,305195971144650783,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcvis/617792/2023/1211/61/a22d853b-1ee6-431f-86ab-6f005b0afa22_420_531.jpg
【深层洁净10斤】洗衣液家用实惠装整箱深层洁净薰衣草持久留香,"机洗,通用,箱装,3kg以上",3495916,蓝月亮,2167703214,93.4,59,6.3折,31602244256473089,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0626/44/d021d35e-df0e-4f18-83fd-acf16af4d944_420_531.jpg
【初夏樱花】香水洗衣液6斤装,"机洗,瓶装,2.1-3kg,花香",100165094,植护,3302767380315526,49,28.4,5.8折,4627525996565704705,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005303/2024/0328/0/99b69ea0-1206-4665-8382-b66415454bc9_420_531.jpg
7.2/13.6斤持久香氛洗衣液洁净留香2合1可洗连衣裙,"机洗,通用,瓶装,3kg以上",100197789,立白,1189853347353629,159,84,5.3折,524464745206312969,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005574/2022/0517/10/d7de1a9f-3c75-4af1-88a0-b6616eaaaac6_420_531.jpg
【重磅推荐】5斤蓝风铃洗衣液除菌除螨持久留香洗衣液整箱家用,"机洗,通用,瓶装,2.1-3kg",101452189,蔬果园/SukGarden,2256710525962589,119,39.9,3.4折,3822788782764965889,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100012684/2024/0410/185/44e7c306-c46a-4523-9911-fe82d91b449e_420_531.jpg
洗衣液家用实惠装去污强效洗衣液整箱家用自然香味10斤装,"机洗,瓶装,3kg以上,花香",101068392,蓝月亮,2320189389649928,91.4,56,6.1折,3995051484009660417,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100010608/2024/0711/174/153f4fdc-f61c-46fa-86db-5ef97e858948_420_531.jpg
超浓缩防螨洗衣液深层洁净去渍除菌防螨除异味清香4.8斤,"手洗,通用,瓶装,4.8kg",100019433,花王,2613077615134665,198,91,4.6折,1313439452382617602,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003513/2023/0420/31/83bfcb6f-8ed7-44c9-ac4b-2ad3d9102157_420_531.jpg
洗衣液家用实惠装10.16斤薰衣草香氛洗衣液家庭装强效去污,"机洗,通用,箱装,3kg以上",3495916,蓝月亮,2168479819,131.3,63,4.8折,2985963698472599553,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0710/170/7dc4440e-d31e-48cd-a993-111f3acb834b_420_531.jpg
晚香玉香水洗衣液持久留香家用整箱家庭装,"机洗,瓶装,1.1-2kg,花香",100165094,植护,3446586828456774,39,19.9,5.1折,448185577478057985,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005303/2024/0705/8/bee01e02-f1ef-4ee8-8995-038f7463d316_420_531.jpg
【4斤装】茶籽洗衣液超值家用实惠装高效可洗连衣裙,"机洗,通用,瓶装,1.1-2kg",100197789,立白,3340800026134493,49,21,4.3折,1172983616681136129,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005574/2024/0424/27/c8d4394f-f3cd-4cc9-b7a5-04b2f2e737b8_420_531.jpg
全新升级| 有氧洗威露士除菌12斤洗衣液量贩装 除螨99.9%,"机洗,瓶装,3kg以上,清香",3534252,威露士,2170257035,199.9,98,4.9折,4051346670106550275,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001848/2024/0711/172/1771bb7a-c191-425b-8514-0f3786c46104_420_531.jpg
【超值囤货】薰衣草留香洗衣液袋装补充装亮白增艳整箱实惠装,"机洗,通用,箱装,2.5kg/5kg可选",3495916,蓝月亮,2170537524,89.1,58.5,6.6折,319832952984190979,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0328/126/edfeaf94-d182-4c46-aaba-d4df7b76bdc2_420_531.jpg
【全瓶装16斤】机洗洗衣液整箱家用实惠装机洗专用留香,"机洗,通用,箱装,3kg以上",3495916,蓝月亮,2168440321,148.2,89,6.0折,2985963692153040897,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2023/1221/18/5cf24266-5235-433b-989c-9a0a7c92cce8_420_531.jpg
手洗洗衣液1kg+80g家用实惠装香氛香味留香去污强效持久家庭装,"手洗,通用,箱装,1.1-2kg",100039906,蓝月亮,2301448291644482,53.9,20.9,3.9折,23439558046834689,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0706/79/de00edc0-38ff-4360-884c-4cac8ea6d5d2_420_531.jpg
【热销百万单品】15斤洗衣液整箱家用实惠装去污强效薰衣草留香味,"机洗,通用,箱装,3kg以上",3495916,蓝月亮,2168187043,140.2,86,6.1折,680120658522009601,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0622/164/0cd3f2d4-a955-4808-9a2e-a483670a675c_420_531.jpg
【10斤装】全效馨香洗衣液天然洁净持久留香,"机洗,通用,箱装,3kg以上",100197789,立白,1995625135452829,89.9,56.05,6.2折,2758250357103718401,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005574/2023/1002/148/27bd247f-d00b-4069-b16e-c7c0d40d3ec1_420_531.jpg
3X除菌洗衣液800ml*2+内衣洗衣液300ml 3倍洁力 除菌99.9%,"机洗,通用,瓶装,0.5-1kg",3534252,威露士,2168051494,129,46,3.6折,952869885847371778,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001848/2024/0517/22/3fab5f78-b87e-4795-bbaf-b788f66cdbde_420_531.jpg
【4斤装！】洁净柔护鲜艳亮丽洗衣液超值4斤装高效去渍,"机洗,通用,袋装,1.1-2kg",3568959,超能,2157557883,39,27,6.9折,513487082310828033,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001951/2024/0618/7/7c8aed51-d95d-4572-be06-e09c13a0c96e_420_531.jpg
【16斤整箱！】机洗洗衣液全瓶套装薰衣草留香亮白增艳深层洁净,"机洗,通用,箱装,3kg以上",3495916,蓝月亮,2167874724,150.2,94,6.3折,2265387679614586881,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0622/52/b433be4e-47c0-47b5-94d8-7446768bffe6_420_531.jpg
【洗衣液13斤】深层洁净洗衣液套装薰衣草香低泡易漂无残留家庭装,"机洗,通用,箱装,3kg以上",100039906,蓝月亮,2692641276469442,115.3,69,6.0折,527842811818434561,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0702/112/7c097ed0-445c-409c-adc2-74bd332f53ea_420_531.jpg
【全瓶8斤】洁净洗衣液薰衣草 整箱家用实惠强效去污去渍持久留香,"机洗,通用,箱装,4kg",3495916,蓝月亮,2168440327,76.4,49,6.4折,2553618127926071309,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0717/73/67c4ecc1-4cb9-4e54-b1bd-6431b941c006_420_531.jpg
【2件起售】亮白洗衣液 深层去渍长效持久留香低泡易漂柔顺护衣不伤手,"机洗,通用,袋装,0.5-1kg",101740260,立白,2929164075728900,12.9,5.45,4.2折,4481440392441131009,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100013744/2023/1023/164/6630fbaf-7328-4d5e-b429-f05392ea662d_420_531.jpg
【足足15斤！】机洗洗衣液家用套装薰衣草瓶袋囤货装,"机洗,通用,箱装,3kg以上",3495916,蓝月亮,2168440323,131.3,84,6.4折,3994770008684343297,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0626/75/7423733d-ad23-49ef-9323-1ad54c2f38df_420_531.jpg
【除菌抑菌】运动型洗衣液 健身服去汗味 小苍兰香,"机洗,通用,箱装,1.1-2kg",3495916,蓝月亮,2168392792,64.9,49.9,7.7折,2985963685583396865,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2022/0922/34/6fd7ca88-25bb-4d24-ad7e-0a34a3ae3091_420_531.jpg
【洗衣液16斤】整箱家用实惠批发薰衣草香护色强效去污去渍家庭装,"机洗,箱装,8KG,花香",100039906,蓝月亮,2889657344976834,148.2,89,6.0折,167554889728417794,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0704/101/63d075f8-c0d1-49de-85c9-ba116ff73fe4_420_531.jpg
机洗洗衣液15斤家用囤货装瓶袋装补充 薰衣草留香,"机洗,通用,箱装,3kg以上",3495916,蓝月亮,2168343312,134.1,79,5.9折,824235857908707329,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0626/74/9931d4e3-9733-41d7-bae1-dde5cb24ee0b_420_531.jpg
运动健身洗衣液抑菌去汗味留香手洗机洗实惠装多规格,"机洗,通用,箱装,2.1-3kg",3495916,蓝月亮,2168440372,156.5,99.8,6.4折,3994770008689545217,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2023/0731/136/517ee4aa-d792-4bd0-928f-9ccedd79b878_420_531.jpg
囤货装16斤全效馨香洗衣液大瓶装持久留香洁净去渍洗衣液超值装,"机洗,通用,瓶装,3kg以上",100197789,立白,3362600263727069,161,78,4.8折,452407681624186881,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005574/2024/0508/110/f3f7d887-2c06-430f-9c81-6d08a92d3c21_420_531.jpg
【手洗专用】手洗洗衣液套装内衣内裤适用去污洗衣液薰衣草香,"手洗,通用,箱装,1.08kg",100039906,蓝月亮,3200055225084226,50,21,4.2折,1176361282040139777,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0117/159/0d6c4fd5-3aa0-496c-98bb-06b74837577b_420_531.jpg
洗衣液整箱16斤】亮白增艳洗衣液薰衣草香强效去污去渍家庭装囤货,"机洗,通用,箱装,8kg",100039906,蓝月亮,3005846800175874,162,95,5.9折,2617513115384532993,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0627/37/95c88413-b6c7-44ce-8030-3b86678955ef_420_531.jpg
【16斤大套装】薰衣草留香机洗洗衣液家用囤货实惠装 亮白增艳,"机洗,通用,箱装,3kg以上",3495916,蓝月亮,2165836964,162,97,6.0折,31602105500696577,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0309/52/6e67fbd9-a5ae-4700-a40f-bd89edea6b1c_420_531.jpg
婴儿洗衣皂液新生宝宝专用,"2kg以上,去污/去迹,否,洗衣液",100019225,植护,2691366943103065,39,18.74,4.8折起,894323231184592897,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003432/2023/0131/97/0d25ac07-5cf5-4484-8e9d-52329f627330_420_531.jpg
【超值囤货】薰衣草留香洗衣液袋装补充装亮白增艳整箱实惠装,"机洗,通用,箱装,2.5kg/5kg可选",3495916,蓝月亮,2165683091,44.5,31.8,7.1折,319832447009030145,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001647/2024/0309/130/3d18a7db-5489-492b-ab72-cb3598d3bd3f_420_531.jpg
除菌洗衣凝珠40颗（盒装）除菌率99.9%有效除螨浓缩洗衣液,"通用,8g,盒装,0.5kg以下",100197789,立白,1675470670407901,59.9,16,2.7折,1245040804144521217,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100005574/2021/0802/172/4ee22e40-4067-4936-bfec-df7d446056b4_420_531.jpg
洗衣液家用实惠装除菌除螨持久留香整箱家用15斤双重酵素强效去渍,"机洗,通用,瓶装,3kg以上",102150136,芭菲,3402734610410392,188,94,5.0折,4556031376887259137,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100014393/2024/0605/17/40962f50-a957-4f50-b353-e597a2d33bd6_420_531.jpg
【爆款6斤】制菌浓缩去污渍去静电除菌持久留香深层清洁留洗衣液,"机洗,通用,瓶装,3kg",100019433,花王,1576306427229001,90,45.6,5.1折,16402506592481281,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003513/2022/0720/178/1ee85c51-8dca-4475-bca0-614c406d74ec_420_531.jpg
酵素净白洗衣液家用实惠装香味持久留香香氛进口配方护色柔顺去污,"机洗,通用,瓶装,1.1-2kg",3575337,南堡,2170707727,35,19.9,5.7折,452126228907401217,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100001989/2024/0710/51/488967fb-a2b3-492c-961f-4600555959ce_420_531.jpg
【店内爆款】意大利进口大公鸡管家洗衣皂液白苔香两瓶家庭装,"机洗,通用,瓶装,2.1-3kg",3741085,CHANTE CLAIR,2170544574,139,75,5.4折,4628651897952935938,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003131/2024/0401/163/ce54ffb4-31f0-4f2e-991d-42b648f4671f_420_531.jpg
【抢13斤！】机洗洗衣液家庭装整箱家用实惠装大瓶装洁净薰衣草香,"机洗,通用,箱装,3kg以上",100039906,蓝月亮,2762288740162690,150.2,70,4.7折,383727640746356737,http://h2.appsimg.com/a.appsimg.com/upload/merchandise/pdcpos/1100003794/2024/0627/126/7181c704-96c8-4920-ab7d-df3055bc5ac4_420_531.jpg
